Date,Time,Item,Quantity,Unit Price,Total Price,Payment Method,Staff
2025-05-03,12:54,Garlic Bread,5,4.99,24.95,Card,Sam
2025-05-12,13:06,Garlic Bread,1,4.99,4.99,Cash,Chris
2025-05-19,19:09,Garlic Bread,1,4.99,4.99,Online Payment,Sam
2025-05-24,16:17,Stuffed Crust,5,9.99,49.95,Online Payment,Sam
2025-05-26,13:46,Pepperoni,3,8.99,26.97,Online Payment,Sam
2025-05-09,16:40,Cheese Burst,4,7.99,31.96,Card,Chris
2025-05-26,18:49,Pepperoni,2,8.99,17.98,Online Payment,Jess
2025-05-03,17:47,Choco Lava Cake,2,3.49,6.98,Card,Jess
2025-05-17,17:14,Cheese Burst,3,7.99,23.97,Cash,Taylor
2025-05-05,12:34,Margherita,3,6.99,20.97,Card,Taylor
2025-05-15,11:18,Hawaiian,5,8.99,44.95,Cash,Alex
2025-05-19,22:29,BBQ Chicken,4,9.49,37.96,Cash,Alex
2025-05-21,20:20,Soft Drink,5,1.99,9.95,Card,Taylor
2025-05-10,16:10,Chicken Wings,4,5.99,23.96,Card,Taylor
2025-05-04,16:56,Pepperoni,3,8.99,26.97,Cash,Alex
2025-05-13,15:53,Hawaiian,2,8.99,17.98,Online Payment,Chris
2025-05-18,15:48,Tandoori Paneer,4,9.25,37.0,Cash,Chris
2025-05-09,21:28,Veggie Supreme,2,8.49,16.98,Online Payment,Taylor
2025-05-13,12:08,Margherita,5,6.99,34.95,Online Payment,Alex
2025-05-10,18:35,Garlic Bread,4,4.99,19.96,Online Payment,Jess
2025-05-03,10:10,Garlic Bread,2,4.99,9.98,Cash,Taylor
2025-05-01,22:22,Stuffed Crust,3,9.99,29.97,Card,Taylor
2025-05-18,19:43,Chicken Wings,5,5.99,29.95,Card,Alex
2025-05-04,16:13,Pepperoni,5,8.99,44.95,Online Payment,Jess
2025-05-15,16:53,Veggie Supreme,1,8.49,8.49,Card,Alex
2025-05-09,19:03,Margherita,4,6.99,27.96,Cash,Sam
2025-05-22,14:09,Tandoori Paneer,2,9.25,18.5,Card,Sam
2025-05-01,16:23,Margherita,1,6.99,6.99,Online Payment,Taylor
2025-05-17,11:43,Chicken Wings,2,5.99,11.98,Online Payment,Chris
2025-05-01,10:27,Tandoori Paneer,5,9.25,46.25,Online Payment,Alex
2025-05-27,15:23,Veggie Supreme,5,8.49,42.45,Online Payment,Chris
2025-05-28,17:42,Stuffed Crust,5,9.99,49.95,Cash,Jess
2025-05-30,21:41,Pepperoni,2,8.99,17.98,Card,Chris
2025-05-30,11:56,Stuffed Crust,2,9.99,19.98,Online Payment,Sam
2025-05-30,10:51,Hawaiian,1,8.99,8.99,Online Payment,Taylor
2025-05-02,13:11,Cheese Burst,2,7.99,15.98,Online Payment,Chris
2025-05-19,22:40,Soft Drink,4,1.99,7.96,Card,Taylor
2025-05-21,17:24,Tandoori Paneer,4,9.25,37.0,Online Payment,Sam
2025-05-17,10:21,Choco Lava Cake,4,3.49,13.96,Card,Taylor
2025-05-07,19:20,Margherita,1,6.99,6.99,Online Payment,Jess
2025-05-07,22:35,Choco Lava Cake,2,3.49,6.98,Card,Alex
2025-05-16,19:09,Choco Lava Cake,2,3.49,6.98,Card,Jess
2025-05-29,19:06,Soft Drink,5,1.99,9.95,Cash,Sam
2025-05-25,11:38,Pepperoni,3,8.99,26.97,Cash,Jess
2025-05-26,20:51,Stuffed Crust,4,9.99,39.96,Card,Chris
2025-05-17,15:31,BBQ Chicken,5,9.49,47.45,Cash,Taylor
2025-05-10,21:29,Tandoori Paneer,3,9.25,27.75,Card,Jess
2025-05-25,10:32,Veggie Supreme,2,8.49,16.98,Card,Chris
2025-05-02,10:08,BBQ Chicken,3,9.49,28.47,Online Payment,Chris
2025-05-17,13:50,Soft Drink,1,1.99,1.99,Cash,Sam
2025-05-07,22:05,Cheese Burst,2,7.99,15.98,Card,Chris
2025-05-17,22:56,Choco Lava Cake,5,3.49,17.45,Card,Taylor
2025-05-19,12:18,Veggie Supreme,5,8.49,42.45,Cash,Chris
2025-05-06,19:10,Pepperoni,1,8.99,8.99,Cash,Alex
2025-05-19,18:24,Margherita,1,6.99,6.99,Online Payment,Taylor
2025-05-04,13:31,Pepperoni,3,8.99,26.97,Cash,Alex
2025-05-10,18:15,Chicken Wings,4,5.99,23.96,Card,Jess
2025-05-31,16:18,Veggie Supreme,2,8.49,16.98,Online Payment,Sam
2025-05-24,14:29,Choco Lava Cake,3,3.49,10.47,Online Payment,Chris
2025-05-23,15:02,Veggie Supreme,5,8.49,42.45,Online Payment,Chris
2025-05-06,13:24,Chicken Wings,3,5.99,17.97,Card,Chris
2025-05-02,11:24,Veggie Supreme,4,8.49,33.96,Cash,Taylor
2025-05-18,19:22,Pepperoni,1,8.99,8.99,Card,Sam
2025-05-22,18:07,Soft Drink,2,1.99,3.98,Card,Jess
2025-05-28,17:48,Soft Drink,4,1.99,7.96,Cash,Sam
2025-05-26,13:33,Veggie Supreme,2,8.49,16.98,Card,Jess
2025-05-19,13:23,Cheese Burst,2,7.99,15.98,Cash,Jess
2025-05-18,17:56,Veggie Supreme,5,8.49,42.45,Online Payment,Taylor
2025-05-07,13:20,Veggie Supreme,3,8.49,25.47,Online Payment,Chris
2025-05-09,13:42,Margherita,3,6.99,20.97,Online Payment,Taylor
2025-05-15,12:17,Soft Drink,3,1.99,5.97,Online Payment,Taylor
2025-05-08,22:17,Cheese Burst,3,7.99,23.97,Online Payment,Alex
2025-05-24,19:59,Veggie Supreme,1,8.49,8.49,Card,Taylor
2025-05-11,15:08,Choco Lava Cake,5,3.49,17.45,Cash,Chris
2025-05-10,17:42,Hawaiian,5,8.99,44.95,Card,Sam
2025-05-30,12:20,Chicken Wings,4,5.99,23.96,Card,Jess
2025-05-14,19:50,Stuffed Crust,4,9.99,39.96,Cash,Sam
2025-05-23,18:32,Soft Drink,3,1.99,5.97,Online Payment,Sam
2025-05-04,13:21,BBQ Chicken,2,9.49,18.98,Card,Sam
2025-05-12,16:22,Veggie Supreme,2,8.49,16.98,Card,Sam
2025-05-23,17:48,Garlic Bread,2,4.99,9.98,Cash,Alex
2025-05-03,14:48,Stuffed Crust,3,9.99,29.97,Online Payment,Taylor
2025-05-13,11:53,Pepperoni,4,8.99,35.96,Card,Alex
2025-05-18,14:49,Veggie Supreme,4,8.49,33.96,Cash,Sam
2025-05-31,17:48,Tandoori Paneer,3,9.25,27.75,Card,Taylor
2025-05-23,11:15,Pepperoni,3,8.99,26.97,Card,Taylor
2025-05-14,18:59,Cheese Burst,5,7.99,39.95,Cash,Alex
2025-05-15,16:09,Cheese Burst,5,7.99,39.95,Cash,Taylor
2025-05-13,18:57,Tandoori Paneer,4,9.25,37.0,Online Payment,Jess
2025-05-04,16:46,Cheese Burst,3,7.99,23.97,Online Payment,Sam
2025-05-09,11:39,Hawaiian,2,8.99,17.98,Card,Taylor
2025-05-13,15:24,Hawaiian,3,8.99,26.97,Cash,Sam
2025-05-15,13:45,Garlic Bread,4,4.99,19.96,Card,Taylor
2025-05-19,16:30,Margherita,1,6.99,6.99,Online Payment,Sam
2025-05-10,17:06,Tandoori Paneer,2,9.25,18.5,Cash,Jess
2025-05-03,15:36,Chicken Wings,4,5.99,23.96,Card,Sam
2025-05-01,21:40,Veggie Supreme,4,8.49,33.96,Online Payment,Chris
2025-05-04,16:10,Choco Lava Cake,5,3.49,17.45,Card,Sam
2025-05-20,13:24,Veggie Supreme,5,8.49,42.45,Card,Sam
2025-05-07,13:31,Garlic Bread,1,4.99,4.99,Online Payment,Taylor
2025-05-15,13:24,Tandoori Paneer,5,9.25,46.25,Card,Sam
2025-05-28,17:33,Cheese Burst,5,7.99,39.95,Cash,Taylor
2025-05-19,14:43,Choco Lava Cake,1,3.49,3.49,Online Payment,Sam
2025-05-25,16:50,Veggie Supreme,4,8.49,33.96,Online Payment,Taylor
2025-05-06,21:38,Soft Drink,5,1.99,9.95,Online Payment,Jess
2025-05-30,11:35,Veggie Supreme,4,8.49,33.96,Online Payment,Taylor
2025-05-22,20:56,Veggie Supreme,3,8.49,25.47,Cash,Alex
2025-05-29,20:04,Hawaiian,4,8.99,35.96,Cash,Taylor
2025-05-03,12:46,Soft Drink,2,1.99,3.98,Cash,Alex
2025-05-02,14:17,Soft Drink,4,1.99,7.96,Card,Taylor
2025-05-07,18:17,Chicken Wings,5,5.99,29.95,Online Payment,Taylor
2025-05-05,13:00,Soft Drink,2,1.99,3.98,Online Payment,Sam
2025-05-28,22:15,Cheese Burst,5,7.99,39.95,Cash,Taylor
2025-05-19,22:33,Chicken Wings,4,5.99,23.96,Online Payment,Chris
2025-05-10,19:54,Chicken Wings,2,5.99,11.98,Card,Chris
2025-05-04,21:54,Garlic Bread,2,4.99,9.98,Online Payment,Jess
2025-05-18,12:43,Pepperoni,4,8.99,35.96,Online Payment,Jess
2025-05-19,18:28,Margherita,5,6.99,34.95,Card,Taylor
2025-05-19,17:57,Garlic Bread,3,4.99,14.97,Cash,Taylor
2025-05-15,18:04,Stuffed Crust,5,9.99,49.95,Online Payment,Sam
2025-05-16,11:22,Garlic Bread,2,4.99,9.98,Online Payment,Chris
2025-05-25,21:22,Garlic Bread,1,4.99,4.99,Cash,Sam
2025-05-10,19:06,Margherita,1,6.99,6.99,Cash,Chris
2025-05-02,16:50,Hawaiian,3,8.99,26.97,Card,Chris
2025-05-12,17:07,Veggie Supreme,4,8.49,33.96,Card,Alex
2025-05-04,20:44,Hawaiian,3,8.99,26.97,Online Payment,Sam
2025-05-02,14:26,Veggie Supreme,2,8.49,16.98,Cash,Sam
2025-05-18,12:07,Margherita,4,6.99,27.96,Card,Jess
2025-05-26,17:18,Tandoori Paneer,4,9.25,37.0,Online Payment,Sam
2025-05-05,16:19,Cheese Burst,1,7.99,7.99,Online Payment,Chris
2025-05-07,18:35,Pepperoni,4,8.99,35.96,Online Payment,Alex
2025-05-18,17:43,Cheese Burst,3,7.99,23.97,Cash,Alex
2025-05-07,21:30,Pepperoni,1,8.99,8.99,Card,Chris
2025-05-29,11:06,Margherita,5,6.99,34.95,Cash,Sam
2025-05-15,13:25,Soft Drink,4,1.99,7.96,Card,Alex
2025-05-16,20:00,Pepperoni,1,8.99,8.99,Online Payment,Sam
2025-05-29,15:51,Pepperoni,4,8.99,35.96,Card,Chris
2025-05-17,19:25,Garlic Bread,2,4.99,9.98,Card,Chris
2025-05-08,10:40,Garlic Bread,2,4.99,9.98,Cash,Chris
2025-05-29,12:34,BBQ Chicken,5,9.49,47.45,Online Payment,Jess
2025-05-31,17:51,Stuffed Crust,4,9.99,39.96,Online Payment,Sam
2025-05-29,21:53,Chicken Wings,3,5.99,17.97,Card,Jess
2025-05-06,11:48,Chicken Wings,5,5.99,29.95,Online Payment,Sam
2025-05-16,13:10,Choco Lava Cake,2,3.49,6.98,Online Payment,Taylor
2025-05-09,19:33,Stuffed Crust,1,9.99,9.99,Cash,Chris
2025-05-25,15:54,Hawaiian,2,8.99,17.98,Card,Sam
2025-05-09,19:12,Margherita,2,6.99,13.98,Online Payment,Chris
2025-05-12,20:06,Cheese Burst,2,7.99,15.98,Cash,Sam
2025-05-16,10:43,Garlic Bread,1,4.99,4.99,Card,Sam
2025-05-22,18:36,Tandoori Paneer,3,9.25,27.75,Cash,Jess
2025-05-03,20:58,Hawaiian,5,8.99,44.95,Card,Jess
2025-05-06,10:39,Chicken Wings,5,5.99,29.95,Cash,Sam
2025-05-11,20:10,Tandoori Paneer,4,9.25,37.0,Online Payment,Alex
2025-05-11,22:23,Hawaiian,3,8.99,26.97,Online Payment,Jess
2025-05-21,12:16,Veggie Supreme,4,8.49,33.96,Online Payment,Sam
2025-05-18,10:30,Pepperoni,4,8.99,35.96,Cash,Alex
2025-05-05,22:19,Margherita,2,6.99,13.98,Cash,Chris
2025-05-06,21:12,Choco Lava Cake,1,3.49,3.49,Cash,Chris
2025-05-01,20:16,Soft Drink,2,1.99,3.98,Online Payment,Jess
2025-05-17,19:05,Pepperoni,4,8.99,35.96,Cash,Jess
2025-05-02,19:02,Pepperoni,5,8.99,44.95,Card,Jess
2025-05-14,13:19,Choco Lava Cake,1,3.49,3.49,Cash,Alex
2025-05-25,13:28,Hawaiian,5,8.99,44.95,Online Payment,Jess
2025-05-11,15:41,Garlic Bread,1,4.99,4.99,Card,Taylor
2025-05-05,15:54,Chicken Wings,1,5.99,5.99,Card,Jess
2025-05-31,17:30,Pepperoni,3,8.99,26.97,Online Payment,Jess
2025-05-13,14:06,Stuffed Crust,5,9.99,49.95,Cash,Jess
2025-05-21,20:28,Pepperoni,1,8.99,8.99,Cash,Jess
2025-05-04,18:45,Stuffed Crust,4,9.99,39.96,Online Payment,Jess
2025-05-19,19:11,Hawaiian,3,8.99,26.97,Cash,Sam
2025-05-24,14:01,Chicken Wings,3,5.99,17.97,Online Payment,Jess
2025-05-11,21:58,Tandoori Paneer,5,9.25,46.25,Card,Sam
2025-05-24,19:45,BBQ Chicken,4,9.49,37.96,Online Payment,Alex
2025-05-01,14:14,Soft Drink,4,1.99,7.96,Card,Jess
2025-05-25,20:54,Chicken Wings,5,5.99,29.95,Card,Jess
2025-05-17,14:45,Veggie Supreme,1,8.49,8.49,Online Payment,Chris
2025-05-25,18:20,Chicken Wings,4,5.99,23.96,Online Payment,Alex
2025-05-09,13:22,Hawaiian,4,8.99,35.96,Cash,Jess
2025-05-03,11:10,Soft Drink,4,1.99,7.96,Card,Jess
2025-05-04,17:48,Stuffed Crust,2,9.99,19.98,Online Payment,Taylor
2025-05-19,12:08,Veggie Supreme,3,8.49,25.47,Cash,Sam
2025-05-09,16:30,Cheese Burst,1,7.99,7.99,Card,Alex
2025-05-29,13:43,Veggie Supreme,2,8.49,16.98,Cash,Sam
2025-05-07,19:17,Veggie Supreme,5,8.49,42.45,Card,Chris
2025-05-03,17:10,Stuffed Crust,5,9.99,49.95,Card,Alex
2025-05-02,15:26,Cheese Burst,2,7.99,15.98,Card,Taylor
2025-05-13,17:52,BBQ Chicken,1,9.49,9.49,Card,Sam
2025-05-05,10:25,Choco Lava Cake,3,3.49,10.47,Online Payment,Alex
2025-05-22,14:05,Hawaiian,1,8.99,8.99,Online Payment,Sam
2025-05-16,17:51,Cheese Burst,5,7.99,39.95,Online Payment,Alex
2025-05-12,17:46,Garlic Bread,2,4.99,9.98,Card,Taylor
2025-05-21,21:32,BBQ Chicken,2,9.49,18.98,Cash,Alex
2025-05-12,12:04,Chicken Wings,2,5.99,11.98,Card,Taylor
2025-05-17,18:13,Soft Drink,3,1.99,5.97,Online Payment,Sam
2025-05-07,19:41,BBQ Chicken,1,9.49,9.49,Card,Alex
2025-05-31,14:20,Choco Lava Cake,3,3.49,10.47,Cash,Chris
2025-05-12,15:59,Stuffed Crust,5,9.99,49.95,Online Payment,Sam
2025-05-24,12:16,Cheese Burst,4,7.99,31.96,Card,Alex
2025-05-08,10:00,Soft Drink,4,1.99,7.96,Online Payment,Sam
2025-05-27,10:07,Hawaiian,4,8.99,35.96,Online Payment,Jess
2025-05-04,13:29,Tandoori Paneer,1,9.25,9.25,Online Payment,Jess
2025-05-11,12:16,Cheese Burst,1,7.99,7.99,Cash,Alex
2025-05-12,14:26,Choco Lava Cake,2,3.49,6.98,Cash,Taylor
2025-05-10,18:27,Stuffed Crust,1,9.99,9.99,Card,Sam
2025-05-31,18:52,Chicken Wings,2,5.99,11.98,Online Payment,Alex
2025-05-07,11:44,Garlic Bread,5,4.99,24.95,Card,Jess
2025-05-18,18:23,Stuffed Crust,5,9.99,49.95,Card,Taylor
2025-05-12,15:57,Choco Lava Cake,2,3.49,6.98,Card,Taylor
2025-05-23,13:39,Choco Lava Cake,2,3.49,6.98,Cash,Jess
2025-05-06,15:04,Pepperoni,3,8.99,26.97,Cash,Taylor
2025-05-01,18:08,Veggie Supreme,3,8.49,25.47,Cash,Jess
2025-05-18,12:08,Veggie Supreme,1,8.49,8.49,Online Payment,Chris
2025-05-02,20:46,Chicken Wings,1,5.99,5.99,Card,Sam
2025-05-20,13:55,Stuffed Crust,3,9.99,29.97,Online Payment,Taylor
2025-05-08,19:09,Chicken Wings,1,5.99,5.99,Cash,Chris
2025-05-21,22:53,Tandoori Paneer,5,9.25,46.25,Card,Jess
2025-05-22,13:47,Margherita,4,6.99,27.96,Card,Taylor
2025-05-19,14:08,BBQ Chicken,1,9.49,9.49,Card,Jess
2025-05-17,14:39,Chicken Wings,3,5.99,17.97,Cash,Taylor
2025-05-21,11:11,Stuffed Crust,4,9.99,39.96,Online Payment,Alex
2025-05-20,13:54,Choco Lava Cake,1,3.49,3.49,Cash,Taylor
2025-05-25,22:52,BBQ Chicken,2,9.49,18.98,Online Payment,Taylor
2025-05-06,11:36,Cheese Burst,4,7.99,31.96,Cash,Jess
2025-05-24,21:09,Pepperoni,2,8.99,17.98,Online Payment,Jess
2025-05-13,17:22,Pepperoni,5,8.99,44.95,Online Payment,Taylor
2025-05-07,19:22,Choco Lava Cake,4,3.49,13.96,Card,Taylor
2025-05-10,17:01,Cheese Burst,1,7.99,7.99,Card,Alex
2025-05-01,22:32,Cheese Burst,3,7.99,23.97,Cash,Taylor
2025-05-21,16:22,BBQ Chicken,5,9.49,47.45,Cash,Sam
2025-05-06,19:43,Choco Lava Cake,1,3.49,3.49,Cash,Jess
2025-05-03,10:53,Veggie Supreme,4,8.49,33.96,Cash,Jess
2025-05-13,18:33,Hawaiian,2,8.99,17.98,Online Payment,Alex
2025-05-02,17:14,Hawaiian,2,8.99,17.98,Cash,Sam
2025-05-01,20:30,Tandoori Paneer,3,9.25,27.75,Card,Taylor
2025-05-30,13:45,Chicken Wings,1,5.99,5.99,Cash,Alex
2025-05-20,16:16,Soft Drink,1,1.99,1.99,Card,Alex
2025-05-17,16:41,Veggie Supreme,4,8.49,33.96,Online Payment,Sam
2025-05-05,10:17,Garlic Bread,5,4.99,24.95,Card,Taylor
2025-05-06,18:52,Margherita,5,6.99,34.95,Online Payment,Sam
2025-05-25,12:22,Hawaiian,4,8.99,35.96,Cash,Taylor
2025-05-11,13:49,BBQ Chicken,2,9.49,18.98,Online Payment,Alex
2025-05-19,19:38,Pepperoni,1,8.99,8.99,Online Payment,Alex
2025-05-19,13:19,Hawaiian,5,8.99,44.95,Card,Jess
2025-05-20,22:48,Garlic Bread,2,4.99,9.98,Online Payment,Chris
2025-05-15,14:37,Stuffed Crust,5,9.99,49.95,Card,Sam
2025-05-01,19:29,Soft Drink,5,1.99,9.95,Card,Sam
2025-05-05,16:11,BBQ Chicken,5,9.49,47.45,Card,Sam
2025-05-03,17:59,Hawaiian,1,8.99,8.99,Card,Taylor
2025-05-03,15:51,Soft Drink,3,1.99,5.97,Cash,Taylor
2025-05-25,10:14,Stuffed Crust,2,9.99,19.98,Online Payment,Sam
2025-05-22,22:55,Pepperoni,3,8.99,26.97,Cash,Taylor
2025-05-03,14:35,BBQ Chicken,1,9.49,9.49,Card,Chris
2025-05-11,18:00,Choco Lava Cake,3,3.49,10.47,Card,Chris
2025-05-07,18:47,Pepperoni,1,8.99,8.99,Card,Jess
2025-05-21,15:42,BBQ Chicken,5,9.49,47.45,Online Payment,Chris
2025-05-10,14:27,Stuffed Crust,2,9.99,19.98,Online Payment,Alex
2025-05-19,14:03,Soft Drink,4,1.99,7.96,Cash,Sam
2025-05-07,21:48,Choco Lava Cake,2,3.49,6.98,Cash,Chris
2025-05-29,16:24,Choco Lava Cake,4,3.49,13.96,Cash,Alex
2025-05-26,22:33,Garlic Bread,4,4.99,19.96,Card,Sam
2025-05-23,21:39,BBQ Chicken,5,9.49,47.45,Card,Taylor
2025-05-30,12:34,Margherita,4,6.99,27.96,Card,Alex
2025-05-20,15:52,Hawaiian,2,8.99,17.98,Cash,Jess
2025-05-07,11:46,Stuffed Crust,1,9.99,9.99,Card,Alex
2025-05-31,13:35,Cheese Burst,3,7.99,23.97,Cash,Jess
2025-05-30,19:49,Margherita,1,6.99,6.99,Online Payment,Taylor
2025-05-05,21:18,Pepperoni,4,8.99,35.96,Online Payment,Sam
2025-05-26,18:46,Cheese Burst,5,7.99,39.95,Online Payment,Sam
2025-05-10,11:14,Veggie Supreme,1,8.49,8.49,Card,Jess
2025-05-28,13:21,Stuffed Crust,5,9.99,49.95,Online Payment,Chris
2025-05-26,10:49,BBQ Chicken,1,9.49,9.49,Online Payment,Sam
2025-05-17,19:37,Margherita,5,6.99,34.95,Cash,Jess
2025-05-04,15:10,Margherita,3,6.99,20.97,Online Payment,Taylor
2025-05-18,21:35,Margherita,4,6.99,27.96,Online Payment,Alex
2025-05-25,18:34,Tandoori Paneer,3,9.25,27.75,Card,Sam
2025-05-17,12:19,BBQ Chicken,3,9.49,28.47,Card,Taylor
2025-05-29,10:44,Veggie Supreme,3,8.49,25.47,Card,Jess
2025-05-19,10:28,BBQ Chicken,3,9.49,28.47,Cash,Taylor
2025-05-10,14:32,Choco Lava Cake,4,3.49,13.96,Cash,Jess
2025-05-27,19:39,Hawaiian,4,8.99,35.96,Online Payment,Jess
2025-05-24,10:58,Chicken Wings,4,5.99,23.96,Cash,Alex
2025-05-20,22:45,Chicken Wings,1,5.99,5.99,Cash,Sam
2025-05-04,16:09,Stuffed Crust,3,9.99,29.97,Card,Chris
2025-05-10,10:53,Tandoori Paneer,1,9.25,9.25,Card,Taylor
2025-05-15,20:08,Tandoori Paneer,5,9.25,46.25,Cash,Sam
2025-05-22,12:01,Garlic Bread,3,4.99,14.97,Online Payment,Jess
2025-05-13,22:42,Soft Drink,5,1.99,9.95,Card,Sam
2025-05-29,17:09,Pepperoni,2,8.99,17.98,Online Payment,Jess
2025-05-28,10:46,Stuffed Crust,5,9.99,49.95,Card,Sam
2025-05-24,14:54,Hawaiian,5,8.99,44.95,Online Payment,Taylor
2025-05-15,13:07,Choco Lava Cake,2,3.49,6.98,Online Payment,Jess
2025-05-01,22:35,BBQ Chicken,3,9.49,28.47,Card,Jess
2025-05-05,16:06,Cheese Burst,2,7.99,15.98,Online Payment,Chris
2025-05-29,16:01,Hawaiian,3,8.99,26.97,Online Payment,Taylor
2025-05-11,20:04,Choco Lava Cake,1,3.49,3.49,Online Payment,Alex
2025-05-13,12:57,Hawaiian,5,8.99,44.95,Cash,Taylor
2025-05-25,10:28,Cheese Burst,4,7.99,31.96,Online Payment,Chris
2025-05-25,13:51,Veggie Supreme,1,8.49,8.49,Online Payment,Chris
2025-05-04,15:02,Margherita,2,6.99,13.98,Card,Sam
2025-05-16,15:39,Garlic Bread,1,4.99,4.99,Online Payment,Taylor
2025-05-26,10:37,Tandoori Paneer,2,9.25,18.5,Online Payment,Jess
2025-05-30,10:51,Stuffed Crust,3,9.99,29.97,Cash,Sam
2025-05-04,16:48,Soft Drink,3,1.99,5.97,Cash,Taylor
2025-05-24,17:34,Pepperoni,5,8.99,44.95,Card,Alex
2025-05-15,22:03,Garlic Bread,2,4.99,9.98,Online Payment,Alex
2025-05-11,12:53,Cheese Burst,2,7.99,15.98,Card,Jess
2025-05-17,19:39,Soft Drink,4,1.99,7.96,Card,Sam
2025-05-31,20:04,Veggie Supreme,2,8.49,16.98,Cash,Taylor
2025-05-29,15:41,Choco Lava Cake,4,3.49,13.96,Online Payment,Taylor
2025-05-07,17:02,Tandoori Paneer,4,9.25,37.0,Online Payment,Jess
2025-05-31,10:25,Tandoori Paneer,2,9.25,18.5,Cash,Alex
2025-05-17,21:31,Stuffed Crust,2,9.99,19.98,Card,Alex
2025-05-18,14:06,Choco Lava Cake,1,3.49,3.49,Cash,Taylor
2025-05-15,11:03,Choco Lava Cake,4,3.49,13.96,Online Payment,Sam
2025-05-18,11:30,Cheese Burst,3,7.99,23.97,Online Payment,Alex
2025-05-16,20:35,Choco Lava Cake,1,3.49,3.49,Cash,Jess
2025-05-10,21:19,Soft Drink,4,1.99,7.96,Online Payment,Chris
2025-05-24,20:04,Chicken Wings,2,5.99,11.98,Cash,Alex
2025-05-27,17:02,Tandoori Paneer,2,9.25,18.5,Card,Jess
2025-05-19,12:46,Soft Drink,2,1.99,3.98,Online Payment,Alex
2025-05-22,10:12,Chicken Wings,4,5.99,23.96,Card,Alex
2025-05-23,11:47,Choco Lava Cake,5,3.49,17.45,Cash,Sam
2025-05-28,21:13,Hawaiian,5,8.99,44.95,Cash,Jess
2025-05-14,11:52,Soft Drink,5,1.99,9.95,Online Payment,Chris
2025-05-30,21:05,Stuffed Crust,2,9.99,19.98,Online Payment,Chris
2025-05-26,11:15,Pepperoni,3,8.99,26.97,Online Payment,Jess
2025-05-20,11:32,Soft Drink,3,1.99,5.97,Cash,Jess
2025-05-02,13:00,Stuffed Crust,5,9.99,49.95,Online Payment,Sam
2025-05-16,18:25,Pepperoni,5,8.99,44.95,Card,Jess
2025-05-04,17:19,Soft Drink,4,1.99,7.96,Cash,Chris
2025-05-22,19:27,Stuffed Crust,4,9.99,39.96,Online Payment,Sam
2025-05-27,16:06,Stuffed Crust,5,9.99,49.95,Card,Alex
2025-05-29,15:02,Hawaiian,1,8.99,8.99,Cash,Taylor
2025-05-05,15:00,Chicken Wings,4,5.99,23.96,Card,Chris
2025-05-18,15:55,Hawaiian,5,8.99,44.95,Online Payment,Alex
2025-05-29,14:30,BBQ Chicken,2,9.49,18.98,Cash,Taylor
2025-05-16,16:00,Soft Drink,2,1.99,3.98,Card,Chris
2025-05-11,19:13,Pepperoni,5,8.99,44.95,Cash,Jess
2025-05-23,21:09,Chicken Wings,2,5.99,11.98,Online Payment,Jess
2025-05-25,13:03,Margherita,2,6.99,13.98,Cash,Taylor
2025-05-10,12:52,Pepperoni,3,8.99,26.97,Card,Taylor
2025-05-23,16:27,Margherita,3,6.99,20.97,Card,Taylor
2025-05-08,21:34,Choco Lava Cake,2,3.49,6.98,Online Payment,Jess
2025-05-23,17:51,Soft Drink,1,1.99,1.99,Online Payment,Chris
2025-05-03,19:20,Garlic Bread,5,4.99,24.95,Cash,Chris
2025-05-23,21:27,Choco Lava Cake,5,3.49,17.45,Online Payment,Sam
2025-05-10,21:35,Hawaiian,1,8.99,8.99,Card,Alex
2025-05-07,17:23,Pepperoni,1,8.99,8.99,Card,Chris
2025-05-02,17:01,Stuffed Crust,2,9.99,19.98,Card,Jess
2025-05-03,20:56,Tandoori Paneer,2,9.25,18.5,Card,Sam
2025-05-12,12:06,Tandoori Paneer,4,9.25,37.0,Online Payment,Chris
2025-05-03,19:11,Soft Drink,5,1.99,9.95,Online Payment,Alex
2025-05-30,15:47,Stuffed Crust,4,9.99,39.96,Cash,Taylor
2025-05-21,21:10,Soft Drink,1,1.99,1.99,Online Payment,Jess
2025-05-07,17:56,Stuffed Crust,3,9.99,29.97,Cash,Chris
2025-05-07,10:55,Pepperoni,1,8.99,8.99,Card,Sam
2025-05-13,17:47,Stuffed Crust,2,9.99,19.98,Online Payment,Chris
2025-05-17,10:28,Veggie Supreme,2,8.49,16.98,Online Payment,Chris
2025-05-28,18:06,Garlic Bread,4,4.99,19.96,Card,Jess
2025-05-20,17:48,Tandoori Paneer,3,9.25,27.75,Cash,Alex
2025-05-24,19:28,Hawaiian,1,8.99,8.99,Online Payment,Chris
2025-05-14,11:02,Chicken Wings,3,5.99,17.97,Card,Jess
2025-05-28,14:12,Margherita,1,6.99,6.99,Online Payment,Taylor
2025-05-12,19:48,Veggie Supreme,2,8.49,16.98,Card,Chris
2025-05-29,22:40,Chicken Wings,5,5.99,29.95,Card,Jess
2025-05-28,20:05,Pepperoni,5,8.99,44.95,Online Payment,Sam
2025-05-19,16:20,Soft Drink,1,1.99,1.99,Online Payment,Jess
2025-05-31,15:52,Choco Lava Cake,1,3.49,3.49,Card,Alex
2025-05-29,15:23,Pepperoni,3,8.99,26.97,Online Payment,Alex
2025-05-04,19:04,Tandoori Paneer,1,9.25,9.25,Online Payment,Taylor
